year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1982,National League,East,Pittsburgh Pirates,84,78,519.0,8,,,National League 1876-2004
1982,National League,East,Chicago Cubs,73,89,451.0,19,,,National League 1876-2004
1982,National League,West,San Francisco Giants,87,75,537.0,2,,,National League 1876-2004
1982,National League,West,San Diego Padres,81,81,500.0,8,,,National League 1876-2004
1982,National League,West,Houston Astros,77,85,475.0,12,,,National League 1876-2004
1982,National League,West,Cincinnati Reds,61,101,377.0,28,,,National League 1876-2004
