year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1911,American League,League,Detroit Tigers,89,65,578.0,13½,,,American League 1901-2001
1911,American League,League,Boston Red Sox,78,75,510.0,24,,,American League 1901-2001
