year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1948,National League,League,Boston Braves,91,62,595.0,0,,,National League 1876-2004
1948,National League,League,Pittsburgh Pirates,83,71,539.0,8½,,,National League 1876-2004
1948,National League,League,Cincinnati Reds,64,89,418.0,27,,,National League 1876-2004
1948,National League,League,Chicago Cubs,64,90,416.0,27½,,,National League 1876-2004
