year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1970,American League,East,Boston Red Sox,87,75,537.0,21,,,American League 1901-2001
1970,American League,East,Detroit Tigers,79,83,488.0,29,,,American League 1901-2001
