year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1913,National League,League,Chicago Cubs,88,65,575.0,13½,,,National League 1876-2004
1913,National League,League,Pittsburgh Pirates,78,71,523.0,21½,,,National League 1876-2004
1913,National League,League,Boston Braves,69,82,457.0,31½,,,National League 1876-2004
1913,National League,League,Cincinnati Reds,64,89,418.0,37½,,,National League 1876-2004
