year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1906,National League,League,Chicago Cubs,116,36,763.0,0,,,National League 1876-2004
1906,National League,League,Pittsburgh Pirates,93,60,608.0,23½,,,National League 1876-2004
1906,National League,League,Cincinnati Reds,64,87,424.0,51½,,,National League 1876-2004
1906,National League,League,Boston Beaneaters,49,102,325.0,66½,,,National League 1876-2004
