year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1920,National League,League,Cincinnati Reds,82,71,536.0,10½,,,National League 1876-2004
1920,National League,League,Pittsburgh Pirates,79,75,513.0,14,,,National League 1876-2004
1920,National League,League,Chicago Cubs,75,79,487.0,18,,,National League 1876-2004
1920,National League,League,Boston Braves,62,90,408.0,30,,,National League 1876-2004
