year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1923,American League,League,Detroit Tigers,83,71,539.0,16,,,American League 1901-2001
1923,American League,League,Boston Red Sox,61,91,401.0,37,,,American League 1901-2001
