year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1928,American League,League,Detroit Tigers,68,86,0.44155844155844154,.442,,,American League 1901-2001
1928,American League,League,Boston Red Sox,57,96,1.0,.373,,,American League 1901-2001
