year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
2000,National League,Central,Cincinnati Reds,85,77,525.0,10,,,National League 1876-2004
2000,National League,Central,Houston Astros,72,90,444.0,23,,,National League 1876-2004
2000,National League,Central,Pittsburgh Pirates,69,93,426.0,26,,,National League 1876-2004
2000,National League,Central,Chicago Cubs,65,97,401.0,30,,,National League 1876-2004
2000,National League,West,San Francisco Giants,97,65,599.0,0,,,National League 1876-2004
2000,National League,West,Arizona Diamondbacks,85,77,525.0,12,,,National League 1876-2004
2000,National League,West,San Diego Padres,76,86,469.0,21,,,National League 1876-2004
