year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1901,American League,League,Boston Americans,79,57,581.0,4,,,American League 1901-2001
1901,American League,League,Detroit Tigers,74,61,548.0,8½,,,American League 1901-2001
