year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1972,American League,East,Detroit Tigers,86,70,551.0,0,,,American League 1901-2001
1972,American League,East,Boston Red Sox,85,70,548.0,½,,,American League 1901-2001
1972,American League,West,Texas Rangers,54,100,351.0,38½,,,American League 1901-2001
