year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1936,American League,League,Detroit Tigers,83,71,539.0,19½,,,American League 1901-2001
1936,American League,League,Boston Red Sox,74,80,481.0,28½,,,American League 1901-2001
