year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1879,National League,League,Providence Grays,59,25,702.0,0,,,National League 1876-2004
1879,National League,League,Boston Red Caps,54,30,643.0,5,,,National League 1876-2004
1879,National League,League,Cincinnati Reds,43,37,538.0,14,,,National League 1876-2004
1879,National League,League,Syracuse Stars,22,48,314.0,30,,,National League 1876-2004
1879,National League,League,Troy Trojans,19,56,253.0,35½,,,National League 1876-2004
