year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1904,American League,League,Boston Americans,95,59,617.0,0,,,American League 1901-2001
1904,American League,League,Detroit Tigers,62,90,408.0,32,,,American League 1901-2001
