year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1978,American League,East,Boston Red Sox,99,64,607.0,1,,,American League 1901-2001
1978,American League,East,Detroit Tigers,86,76,531.0,13½,,,American League 1901-2001
1978,American League,West,Texas Rangers,87,75,537.0,5,,,American League 1901-2001
