year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1980,National League,East,Pittsburgh Pirates,83,79,512.0,8,,,National League 1876-2004
1980,National League,East,Chicago Cubs,64,98,395.0,27,,,National League 1876-2004
1980,National League,West,Houston Astros,93,70,571.0,0,,,National League 1876-2004
1980,National League,West,Cincinnati Reds,89,73,549.0,3½,,,National League 1876-2004
1980,National League,West,San Francisco Giants,75,86,466.0,17,,,National League 1876-2004
1980,National League,West,San Diego Padres,73,89,451.0,19½,,,National League 1876-2004
