year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1905,American League,League,Detroit Tigers,79,74,516.0,15½,,,American League 1901-2001
1905,American League,League,Boston Americans,78,74,513.0,16,,,American League 1901-2001
