year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1980,American League,East,Boston Red Sox,83,77,519.0,19,,,American League 1901-2001
1980,American League,East,Detroit Tigers,84,78,519.0,19,,,American League 1901-2001
1980,American League,West,Texas Rangers,76,85,472.0,20½,,,American League 1901-2001
