year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1900,National League,League,Pittsburgh Pirates,79,60,568.0,4½,,,National League 1876-2004
1900,National League,League,Boston Beaneaters,66,72,478.0,17,,,National League 1876-2004
1900,National League,League,Chicago Orphans,65,75,464.0,19,,,National League 1876-2004
1900,National League,League,Cincinnati Reds,62,77,446.0,21½,,,National League 1876-2004
