year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1936,National League,League,Chicago Cubs,87,67,565.0,5,,,National League 1876-2004
1936,National League,League,Pittsburgh Pirates,84,70,545.0,8,,,National League 1876-2004
1936,National League,League,Cincinnati Reds,74,80,481.0,18,,,National League 1876-2004
1936,National League,League,Boston Bees,71,83,461.0,21,,,National League 1876-2004
