year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1922,American League,League,Detroit Tigers,79,75,513.0,15,,,American League 1901-2001
1922,American League,League,Boston Red Sox,61,93,396.0,33,,,American League 1901-2001
