name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jimmy Wynn,https://www.baseball-almanac.com/players/player.php?p=wynnji01,Houston,,1969,National League,Base on Balls,148,player,1
Pete Rose,https://www.baseball-almanac.com/players/player.php?p=rosepe01,Cincinnati,,1969,National League,Batting Average,.348,player,1
Matty Alou,https://www.baseball-almanac.com/players/player.php?p=alouma01,Pittsburgh,,1969,National League,Doubles,41,player,1
Matty Alou,https://www.baseball-almanac.com/players/player.php?p=alouma01,Pittsburgh,,1969,National League,Hits,231,player,1
Willie McCovey,https://www.baseball-almanac.com/players/player.php?p=mccovwi01,San Francisco,,1969,National League,Home Runs,45,player,1
Willie McCovey,https://www.baseball-almanac.com/players/player.php?p=mccovwi01,San Francisco,,1969,National League,On Base Percentage,.458,player,1
Willie McCovey,https://www.baseball-almanac.com/players/player.php?p=mccovwi01,San Francisco,,1969,National League,RBI,126,player,1
Bobby Bonds,https://www.baseball-almanac.com/players/player.php?p=bondsbo01,San Francisco,,1969,National League,Runs,120,player,1
Pete Rose,https://www.baseball-almanac.com/players/player.php?p=rosepe01,Cincinnati,,1969,National League,Runs,120,player,1
Willie McCovey,https://www.baseball-almanac.com/players/player.php?p=mccovwi01,San Francisco,,1969,National League,Slugging Average,.656,player,1
Lou Brock,https://www.baseball-almanac.com/players/player.php?p=brocklo01,St. Louis,,1969,National League,Stolen Bases,53,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Atlanta,,1969,National League,Total Bases,332,player,1
Roberto Clemente,https://www.baseball-almanac.com/players/player.php?p=clemero01,Pittsburgh,,1969,National League,Triples,12,player,1
Bob Gibson,https://www.baseball-almanac.com/players/player.php?p=gibsobo01,St. Louis,,1969,National League,Complete Games,28,pitcher,1
Juan Marichal,https://www.baseball-almanac.com/players/player.php?p=maricju01,San Francisco,,1969,National League,ERA,2.10,pitcher,1
Wayne Granger,https://www.baseball-almanac.com/players/player.php?p=grangwa01,Cincinnati,,1969,National League,Games,90,pitcher,1
Fred Gladding,https://www.baseball-almanac.com/players/player.php?p=gladdfr01,Houston,,1969,National League,Saves,29,pitcher,1
Juan Marichal,https://www.baseball-almanac.com/players/player.php?p=maricju01,San Francisco,,1969,National League,Shutouts,8,pitcher,1
Fergie Jenkins,https://www.baseball-almanac.com/players/player.php?p=jenkife01,Chicago,,1969,National League,Strikeouts,273,pitcher,1
Tom Seaver,https://www.baseball-almanac.com/players/player.php?p=seaveto01,New York,,1969,National League,Winning Percentage,.781,pitcher,1
Tom Seaver,https://www.baseball-almanac.com/players/player.php?p=seaveto01,New York,,1969,National League,Wins,25,pitcher,1
