year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2010,National League,League,Philadelphia Phillies,97,65,0.599,0,0,
2010,National League,League,Atlanta Braves,91,71,0.562,0,0,
2010,National League,League,Florida Marlins,80,82,0.494,0,0,
2010,National League,League,New York Mets,79,83,0.488,0,0,
2010,National League,League,Washington Nationals,69,93,0.426,0,0,
2010,National League,League,Cincinnati Reds,91,71,0.562,0,0,
2010,National League,League,St. Louis Cardinals,86,76,0.531,0,0,
2010,National League,League,Milwaukee Brewers,77,85,0.475,0,0,
2010,National League,League,Houston Astros,76,86,0.469,0,0,
2010,National League,League,Chicago Cubs,75,87,0.463,0,0,
2010,National League,League,Pittsburgh Pirates,57,105,0.352,0,0,
2010,National League,League,San Francisco Giants,92,70,0.568,0,0,
2010,National League,League,San Diego Padres,90,72,0.556,0,0,
2010,National League,League,Colorado Rockies,83,79,0.512,0,0,
2010,National League,League,Los Angeles Dodgers,80,82,0.494,0,0,
2010,National League,League,Arizona Diamondbacks,65,97,0.401,0,0,
