year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1993,American League,League,Toronto Blue Jays,95,67,0.586,.586,0,
1993,American League,League,New York Yankees,88,74,0.543,.543,0,
1993,American League,League,Baltimore Orioles,85,77,0.525,.525,0,
1993,American League,League,Detroit Tigers,85,77,0.525,.525,0,
1993,American League,League,Boston Red Sox,80,82,0.494,.494,0,
1993,American League,League,Cleveland Indians,76,86,0.469,.469,0,
1993,American League,League,Milwaukee Brewers,69,93,0.426,.426,0,
1993,American League,League,Chicago White Sox,94,68,0.58,.580,0,
1993,American League,League,Texas Rangers,86,76,0.531,.531,0,
1993,American League,League,Kansas City Royals,84,78,0.519,.519,0,
1993,American League,League,Seattle Mariners,82,80,0.506,.506,0,
1993,American League,League,California Angels,71,91,0.438,.438,0,
1993,American League,League,Minnesota Twins,71,91,0.438,.438,0,
1993,American League,League,Oakland Athletics,68,94,0.42,.420,0,
