year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2013,American League,League,Boston Red Sox,97,65,0.599,0,0,
2013,American League,League,Tampa Bay Rays,92,71,0.564,0,0,
2013,American League,League,Baltimore Orioles,85,77,0.525,0,0,
2013,American League,League,New York Yankees,85,77,0.525,0,0,
2013,American League,League,Toronto Blue Jays,74,88,0.457,0,0,
2013,American League,League,Detroit Tigers,93,69,0.574,0,0,
2013,American League,League,Cleveland Indians,92,70,0.568,0,0,
2013,American League,League,Kansas City Royals,86,76,0.531,0,0,
2013,American League,League,Minnesota Twins,66,96,0.407,0,0,
2013,American League,League,Chicago White Sox,63,99,0.389,0,0,
2013,American League,League,Oakland Athletics,96,66,0.593,0,0,
2013,American League,League,Texas Rangers,91,72,0.558,0,0,
2013,American League,League,Los Angeles Angels,78,84,0.481,0,0,
2013,American League,League,Seattle Mariners,71,91,0.438,0,0,
2013,American League,League,Houston Astros,51,111,0.315,0,0,
