year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2014,American League,League,Baltimore Orioles,96,66,0.593,0,0,
2014,American League,League,New York Yankees,84,78,0.518,0,0,
2014,American League,League,Toronto Blue Jays,83,79,0.512,0,0,
2014,American League,League,Tampa Bay Rays,77,85,0.475,0,0,
2014,American League,League,Boston Red Sox,71,91,0.438,0,0,
2014,American League,League,Detroit Tigers,90,72,0.556,0,0,
2014,American League,League,Kansas City Royals,89,73,0.549,0,0,
2014,American League,League,Cleveland Indians,85,77,0.525,0,0,
2014,American League,League,Chicago White Sox,73,89,0.451,0,0,
2014,American League,League,Minnesota Twins,70,92,0.432,0,0,
2014,American League,League,Los Angeles Angels,98,64,0.605,0,0,
2014,American League,League,Oakland Athletics,88,74,0.543,0,0,
2014,American League,League,Seattle Mariners,87,75,0.537,0,0,
2014,American League,League,Houston Astros,70,92,0.432,0,0,
2014,American League,League,Texas Rangers,67,95,0.414,0,0,
