name,url,team,team_url,year,league,statistic,value,stat_type,rank
Miller Huggins,https://www.baseball-almanac.com/players/player.php?p=huggimi01,St. Louis,,1914,National League,Base on Balls,105,player,1
Jake Daubert,https://www.baseball-almanac.com/players/player.php?p=daubeja01,Brooklyn,,1914,National League,Batting Average,.329,player,1
Sherry Magee,https://www.baseball-almanac.com/players/player.php?p=mageesh01,Philadelphia,,1914,National League,Doubles,39,player,1
Sherry Magee,https://www.baseball-almanac.com/players/player.php?p=mageesh01,Philadelphia,,1914,National League,Hits,171,player,1
Gavvy Cravath,https://www.baseball-almanac.com/players/player.php?p=cravaga01,Philadelphia,,1914,National League,Home Runs,19,player,1
Casey Stengel,https://www.baseball-almanac.com/players/player.php?p=stengca01,Brooklyn,,1914,National League,On Base Percentage,.404,player,1
Sherry Magee,https://www.baseball-almanac.com/players/player.php?p=mageesh01,Philadelphia,,1914,National League,RBI,103,player,1
George Burns,https://www.baseball-almanac.com/players/player.php?p=burnsge01,New York,,1914,National League,Runs,100,player,1
Sherry Magee,https://www.baseball-almanac.com/players/player.php?p=mageesh01,Philadelphia,,1914,National League,Slugging Average,.509,player,1
George Burns,https://www.baseball-almanac.com/players/player.php?p=burnsge01,New York,,1914,National League,Stolen Bases,62,player,1
Sherry Magee,https://www.baseball-almanac.com/players/player.php?p=mageesh01,Philadelphia,,1914,National League,Total Bases,277,player,1
Max Carey,https://www.baseball-almanac.com/players/player.php?p=careyma01,Pittsburgh,,1914,National League,Triples,17,player,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1914,National League,Complete Games,32,pitcher,1
Bill Doak,https://www.baseball-almanac.com/players/player.php?p=doakbi01,St. Louis,,1914,National League,ERA,1.72,pitcher,1
Larry Cheney,https://www.baseball-almanac.com/players/player.php?p=chenela01,Chicago,,1914,National League,Games,50,pitcher,1
Red Ames,https://www.baseball-almanac.com/players/player.php?p=amesre01,Cincinnati,,1914,National League,Saves,6,pitcher,1
Slim Sallee,https://www.baseball-almanac.com/players/player.php?p=sallesl01,St. Louis,,1914,National League,Saves,6,pitcher,1
Jeff Tesreau,https://www.baseball-almanac.com/players/player.php?p=tesreje01,New York,,1914,National League,Shutouts,8,pitcher,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1914,National League,Strikeouts,214,pitcher,1
Bill James,https://www.baseball-almanac.com/players/player.php?p=jamesbi02,Boston,,1914,National League,Winning Percentage,.788,pitcher,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1914,National League,Wins,27,pitcher,1
