year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1998,American League,League,New York Yankees,114,48,0.704,.704,0,
1998,American League,League,Boston Red Sox,92,70,0.568,.568,0,
1998,American League,League,Toronto Blue Jays,88,74,0.543,.543,0,
1998,American League,League,Baltimore Orioles,79,83,0.488,.488,0,
1998,American League,League,Tampa Bay Devil Rays,63,99,0.389,.389,0,
1998,American League,League,Cleveland Indians,89,73,0.549,.549,0,
1998,American League,League,Chicago White Sox,80,82,0.494,.494,0,
1998,American League,League,Kansas City Royals,72,89,0.447,.447,0,
1998,American League,League,Minnesota Twins,70,92,0.432,.432,0,
1998,American League,League,Detroit Tigers,65,97,0.401,.401,0,
1998,American League,League,Texas Rangers,88,74,0.543,.543,0,
1998,American League,League,Anaheim Angels,85,77,0.525,.525,0,
1998,American League,League,Seattle Mariners,76,85,0.472,.472,0,
1998,American League,League,Oakland Athletics,74,88,0.457,.457,0,
