name,url,team,team_url,year,league,statistic,value,stat_type,rank
Donie Bush,https://www.baseball-almanac.com/players/player.php?p=bushdo01,Detroit,,1912,American League,Base on Balls,117,player,1
Ty Cobb,https://www.baseball-almanac.com/players/player.php?p=cobbty01,Detroit,,1912,American League,Batting Average,.409,player,1
Tris Speaker,https://www.baseball-almanac.com/players/player.php?p=speaktr01,Boston,,1912,American League,Doubles,53,player,1
Ty Cobb,https://www.baseball-almanac.com/players/player.php?p=cobbty01,Detroit,,1912,American League,Hits,226,player,1
Joe Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksjo01,Cleveland,,1912,American League,Hits,226,player,1
Frank Baker,https://www.baseball-almanac.com/players/player.php?p=bakerfr01,Philadelphia,,1912,American League,Home Runs,10,player,1
Tris Speaker,https://www.baseball-almanac.com/players/player.php?p=speaktr01,Boston,,1912,American League,Home Runs,10,player,1
Tris Speaker,https://www.baseball-almanac.com/players/player.php?p=speaktr01,Boston,,1912,American League,On Base Percentage,.464,player,1
Frank Baker,https://www.baseball-almanac.com/players/player.php?p=bakerfr01,Philadelphia,,1912,American League,RBI,130,player,1
Eddie Collins,https://www.baseball-almanac.com/players/player.php?p=collied01,Philadelphia,,1912,American League,Runs,137,player,1
Ty Cobb,https://www.baseball-almanac.com/players/player.php?p=cobbty01,Detroit,,1912,American League,Slugging Average,.584,player,1
Clyde Milan,https://www.baseball-almanac.com/players/player.php?p=milancl01,Washington,,1912,American League,Stolen Bases,88,player,1
Joe Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksjo01,Cleveland,,1912,American League,Total Bases,331,player,1
Joe Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksjo01,Cleveland,,1912,American League,Triples,26,player,1
Smoky Joe Wood,https://www.baseball-almanac.com/players/player.php?p=woodjo02,Boston,,1912,American League,Complete Games,35,pitcher,1
Walter Johnson,https://www.baseball-almanac.com/players/player.php?p=johnswa01,Washington,,1912,American League,ERA,1.39,pitcher,1
Ed Walsh,https://www.baseball-almanac.com/players/player.php?p=walshed01,Chicago,,1912,American League,Games,62,pitcher,1
Ed Walsh,https://www.baseball-almanac.com/players/player.php?p=walshed01,Chicago,,1912,American League,Saves,10,pitcher,1
Smoky Joe Wood,https://www.baseball-almanac.com/players/player.php?p=woodjo02,Boston,,1912,American League,Shutouts,10,pitcher,1
Walter Johnson,https://www.baseball-almanac.com/players/player.php?p=johnswa01,Washington,,1912,American League,Strikeouts,303,pitcher,1
Smoky Joe Wood,https://www.baseball-almanac.com/players/player.php?p=woodjo02,Boston,,1912,American League,Winning Percentage,.872,pitcher,1
Smoky Joe Wood,https://www.baseball-almanac.com/players/player.php?p=woodjo02,Boston,,1912,American League,Wins,34,pitcher,1
