name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mark McGwire,https://www.baseball-almanac.com/players/player.php?p=mcgwima01,St. Louis,,1998,National League,Base on Balls,162,player,1
Larry Walker,https://www.baseball-almanac.com/players/player.php?p=walkela01,Colorado,,1998,National League,Batting Average,.363,player,1
Craig Biggio,https://www.baseball-almanac.com/players/player.php?p=biggicr01,Houston,,1998,National League,Doubles,51,player,1
Dante Bichette,https://www.baseball-almanac.com/players/player.php?p=bicheda01,Colorado,,1998,National League,Hits,219,player,1
Mark McGwire,https://www.baseball-almanac.com/players/player.php?p=mcgwima01,St. Louis,,1998,National League,Home Runs,70,player,1
Mark McGwire,https://www.baseball-almanac.com/players/player.php?p=mcgwima01,St. Louis,,1998,National League,On Base Percentage,.473,player,1
Sammy Sosa,https://www.baseball-almanac.com/players/player.php?p=sosasa01,Chicago,,1998,National League,RBI,158,player,1
Sammy Sosa,https://www.baseball-almanac.com/players/player.php?p=sosasa01,Chicago,,1998,National League,Runs,134,player,1
Mark McGwire,https://www.baseball-almanac.com/players/player.php?p=mcgwima01,St. Louis,,1998,National League,Slugging Average,.752,player,1
Tony Womack,https://www.baseball-almanac.com/players/player.php?p=womacto01,Pittsburgh,,1998,National League,Stolen Bases,58,player,1
Sammy Sosa,https://www.baseball-almanac.com/players/player.php?p=sosasa01,Chicago,,1998,National League,Total Bases,416,player,1
David Dellucci,https://www.baseball-almanac.com/players/player.php?p=delluda01,Arizona,,1998,National League,Triples,12,player,1
Curt Schilling,https://www.baseball-almanac.com/players/player.php?p=schilcu01,Philadelphia,,1998,National League,Complete Games,15,pitcher,1
Greg Maddux,https://www.baseball-almanac.com/players/player.php?p=maddugr01,Atlanta,,1998,National League,ERA,2.22,pitcher,1
Rod Beck,https://www.baseball-almanac.com/players/player.php?p=beckro01,Chicago,,1998,National League,Games,81,pitcher,1
Trevor Hoffman,https://www.baseball-almanac.com/players/player.php?p=hoffmtr01,San Diego,,1998,National League,Saves,53,pitcher,1
Greg Maddux,https://www.baseball-almanac.com/players/player.php?p=maddugr01,Atlanta,,1998,National League,Shutouts,5,pitcher,1
Curt Schilling,https://www.baseball-almanac.com/players/player.php?p=schilcu01,Philadelphia,,1998,National League,Strikeouts,300,pitcher,1
John Smoltz,https://www.baseball-almanac.com/players/player.php?p=smoltjo01,Atlanta,,1998,National League,Winning Percentage,.850,pitcher,1
Tom Glavine,https://www.baseball-almanac.com/players/player.php?p=glavito02,Atlanta,,1998,National League,Wins,20,pitcher,1
