year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1893,National League,League,Boston Beaneaters,86,43,0.667,.667,0,
1893,National League,League,Pittsburgh Pirates,81,48,0.628,.628,0,
1893,National League,League,Cleveland Spiders,73,55,0.57,.570,0,
1893,National League,League,Philadelphia Phillies,72,57,0.558,.558,0,
1893,National League,League,New York Giants,68,64,0.515,.515,0,
1893,National League,League,Cincinnati Reds,65,63,0.508,.508,0,
1893,National League,League,Brooklyn Bridegrooms,65,63,0.508,.508,0,
1893,National League,League,Baltimore Orioles,60,70,0.462,.462,0,
1893,National League,League,Chicago Colts,56,71,0.441,.441,0,
1893,National League,League,St. Louis Browns,57,75,0.432,.432,0,
1893,National League,League,Louisville Colonels,50,75,0.4,.400,0,
1893,National League,League,Washington Senators,40,89,0.31,.310,0,
