year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1996,American League,League,New York Yankees,92,70,0.568,.568,0,
1996,American League,League,Baltimore Orioles,88,74,0.543,.543,0,
1996,American League,League,Boston Red Sox,85,77,0.525,.525,0,
1996,American League,League,Toronto Blue Jays,74,88,0.457,.457,0,
1996,American League,League,Detroit Tigers,53,109,0.327,.327,0,
1996,American League,League,Cleveland Indians,99,62,0.615,.615,0,
1996,American League,League,Chicago White Sox,85,77,0.525,.525,0,
1996,American League,League,Milwaukee Brewers,80,82,0.494,.494,0,
1996,American League,League,Minnesota Twins,78,84,0.484,.484,0,
1996,American League,League,Kansas City Royals,75,86,0.466,.466,0,
1996,American League,League,Texas Rangers,90,72,0.556,.556,0,
1996,American League,League,Seattle Mariners,85,76,0.528,.528,0,
1996,American League,League,Oakland Athletics,78,84,0.481,.481,0,
1996,American League,League,California Angels,70,91,0.435,.435,0,
