name,url,team,team_url,year,league,statistic,value,stat_type,rank
Darrell Evans,https://www.baseball-almanac.com/players/player.php?p=evansda01,Atlanta,,1974,National League,Base on Balls,126,player,1
Ralph Garr,https://www.baseball-almanac.com/players/player.php?p=garrra01,Atlanta,,1974,National League,Batting Average,.353,player,1
Pete Rose,https://www.baseball-almanac.com/players/player.php?p=rosepe01,Cincinnati,,1974,National League,Doubles,45,player,1
Ralph Garr,https://www.baseball-almanac.com/players/player.php?p=garrra01,Atlanta,,1974,National League,Hits,214,player,1
Mike Schmidt,https://www.baseball-almanac.com/players/player.php?p=schmimi01,Philadelphia,,1974,National League,Home Runs,36,player,1
Joe Morgan,https://www.baseball-almanac.com/players/player.php?p=morgajo02,Cincinnati,,1974,National League,On Base Percentage,.430,player,1
Johnny Bench,https://www.baseball-almanac.com/players/player.php?p=benchjo01,Cincinnati,,1974,National League,RBI,129,player,1
Pete Rose,https://www.baseball-almanac.com/players/player.php?p=rosepe01,Cincinnati,,1974,National League,Runs,110,player,1
Mike Schmidt,https://www.baseball-almanac.com/players/player.php?p=schmimi01,Philadelphia,,1974,National League,Slugging Average,.546,player,1
Lou Brock,https://www.baseball-almanac.com/players/player.php?p=brocklo01,St. Louis,,1974,National League,Stolen Bases,118,player,1
Johnny Bench,https://www.baseball-almanac.com/players/player.php?p=benchjo01,Cincinnati,,1974,National League,Total Bases,315,player,1
Ralph Garr,https://www.baseball-almanac.com/players/player.php?p=garrra01,Atlanta,,1974,National League,Triples,17,player,1
Phil Niekro,https://www.baseball-almanac.com/players/player.php?p=niekrph01,Atlanta,,1974,National League,Complete Games,18,pitcher,1
Buzz Capra,https://www.baseball-almanac.com/players/player.php?p=caprabu01,Atlanta,,1974,National League,ERA,2.28,pitcher,1
Mike Marshall,https://www.baseball-almanac.com/players/player.php?p=marshmi01,Los Angeles,,1974,National League,Games,106,pitcher,1
Mike Marshall,https://www.baseball-almanac.com/players/player.php?p=marshmi01,Los Angeles,,1974,National League,Saves,21,pitcher,1
Jon Matlack,https://www.baseball-almanac.com/players/player.php?p=matlajo01,New York,,1974,National League,Shutouts,7,pitcher,1
Steve Carlton,https://www.baseball-almanac.com/players/player.php?p=carltst01,Philadelphia,,1974,National League,Strikeouts,240,pitcher,1
Andy Messersmith,https://www.baseball-almanac.com/players/player.php?p=messean01,Los Angeles,,1974,National League,Winning Percentage,.769,pitcher,1
Andy Messersmith,https://www.baseball-almanac.com/players/player.php?p=messean01,Los Angeles,,1974,National League,Wins,20,pitcher,1
Phil Niekro,https://www.baseball-almanac.com/players/player.php?p=niekrph01,Atlanta,,1974,National League,Wins,20,pitcher,1
