year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2003,American League,League,New York Yankees,101,61,0.623,1,0,
2003,American League,League,Boston Red Sox,95,67,0.586,0,0,
2003,American League,League,Toronto Blue Jays,86,76,0.531,0,0,
2003,American League,League,Baltimore Orioles,71,91,0.438,1,0,
2003,American League,League,Tampa Bay Devil Rays,63,99,0.389,0,0,
2003,American League,League,Minnesota Twins,90,72,0.556,0,0,
2003,American League,League,Chicago White Sox,86,76,0.531,0,0,
2003,American League,League,Kansas City Royals,83,79,0.512,0,0,
2003,American League,League,Cleveland Indians,68,94,0.42,0,0,
2003,American League,League,Detroit Tigers,43,119,0.265,0,0,
2003,American League,League,Oakland Athletics,96,66,0.593,0,0,
2003,American League,League,Seattle Mariners,93,69,0.574,0,0,
2003,American League,League,Anaheim Angels,77,85,0.475,0,0,
2003,American League,League,Texas Rangers,71,91,0.438,0,0,
