name,url,team,team_url,year,league,statistic,value,stat_type,rank
Chone Figgins,https://www.baseball-almanac.com/players/player.php?p=figgich01,Los Angeles,,2009,American League,Base on Balls,101,player,1
Joe Mauer,https://www.baseball-almanac.com/players/player.php?p=mauerjo01,Minnesota,,2009,American League,Batting Average,.365,player,1
Brian Roberts,https://www.baseball-almanac.com/players/player.php?p=roberbr01,Baltimore,,2009,American League,Doubles,56,player,1
Ichiro Suzuki,https://www.baseball-almanac.com/players/player.php?p=suzukic01,Seattle,,2009,American League,Hits,225,player,1
Carlos Pena,https://www.baseball-almanac.com/players/player.php?p=penaca01,Tampa Bay,,2009,American League,Home Runs,39,player,1
Mark Teixeira,https://www.baseball-almanac.com/players/player.php?p=teixema01,New York,,2009,American League,Home Runs,39,player,1
Joe Mauer,https://www.baseball-almanac.com/players/player.php?p=mauerjo01,Minnesota,,2009,American League,On Base Percentage,.444,player,1
Mark Teixeira,https://www.baseball-almanac.com/players/player.php?p=teixema01,New York,,2009,American League,RBI,122,player,1
DustinPedroia,https://www.baseball-almanac.com/players/player.php?p=pedrodu01,Boston,,2009,American League,Runs,115,player,1
Joe Mauer,https://www.baseball-almanac.com/players/player.php?p=mauerjo01,Minnesota,,2009,American League,Slugging Average,.587,player,1
Jacoby Ellsbury,https://www.baseball-almanac.com/players/player.php?p=ellsbja01,Boston,,2009,American League,Stolen Bases,70,player,1
Mark Teixeira,https://www.baseball-almanac.com/players/player.php?p=teixema01,New York,,2009,American League,Total Bases,344,player,1
Jacoby Ellsbury,https://www.baseball-almanac.com/players/player.php?p=ellsbja01,Boston,,2009,American League,Triples,10,player,1
Denard Span,https://www.baseball-almanac.com/players/player.php?p=spande01,Minnesota,,2009,American League,Triples,10,player,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2009,American League,Complete Games,9,pitcher,1
Zack Greinke,https://www.baseball-almanac.com/players/player.php?p=greinza01,Kansas City,,2009,American League,ERA,2.16,pitcher,1
Matt Guerrier,https://www.baseball-almanac.com/players/player.php?p=guerrma02,Minnesota,,2009,American League,Games,79,pitcher,1
Brian Fuentes,https://www.baseball-almanac.com/players/player.php?p=fuentbr01,Los Angeles,,2009,American League,Saves,48,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2009,American League,Shutouts,4,pitcher,1
Justin Verlander,https://www.baseball-almanac.com/players/player.php?p=verlaju01,Detroit,,2009,American League,Strikeouts,269,pitcher,1
Felix Hernandez,https://www.baseball-almanac.com/players/player.php?p=hernafe02,Seattle,,2009,American League,Winning Percentage,.792,pitcher,1
Felix Hernandez,https://www.baseball-almanac.com/players/player.php?p=hernafe02,Seattle,,2009,American League,Wins,19,pitcher,1
C.C. Sabathia,https://www.baseball-almanac.com/players/player.php?p=sabatcc01,New York,,2009,American League,Wins,19,pitcher,1
Justin Verlander,https://www.baseball-almanac.com/players/player.php?p=verlaju01,Detroit,,2009,American League,Wins,19,pitcher,1
