name,url,team,team_url,year,league,statistic,value,stat_type,rank
Lou Gehrig,https://www.baseball-almanac.com/players/player.php?p=gehrilo01,New York,,1937,American League,Base on Balls,127,player,1
Charlie Gehringer,https://www.baseball-almanac.com/players/player.php?p=gehrich01,Detroit,,1937,American League,Batting Average,.371,player,1
Beau Bell,https://www.baseball-almanac.com/players/player.php?p=bellbe01,St. Louis,,1937,American League,Doubles,51,player,1
Beau Bell,https://www.baseball-almanac.com/players/player.php?p=bellbe01,St. Louis,,1937,American League,Hits,218,player,1
Joe DiMaggio,https://www.baseball-almanac.com/players/player.php?p=dimagjo01,New York,,1937,American League,Home Runs,46,player,1
Lou Gehrig,https://www.baseball-almanac.com/players/player.php?p=gehrilo01,New York,,1937,American League,On Base Percentage,.473,player,1
Hank Greenberg,https://www.baseball-almanac.com/players/player.php?p=greenha01,Detroit,,1937,American League,RBI,183,player,1
Joe DiMaggio,https://www.baseball-almanac.com/players/player.php?p=dimagjo01,New York,,1937,American League,Runs,151,player,1
Joe DiMaggio,https://www.baseball-almanac.com/players/player.php?p=dimagjo01,New York,,1937,American League,Slugging Average,.673,player,1
Ben Chapman,https://www.baseball-almanac.com/players/player.php?p=chapmbe01,Washington,,1937,American League,Stolen Bases,35,player,1
Ben Chapman,https://www.baseball-almanac.com/players/player.php?p=chapmbe01,Boston,,1937,American League,Stolen Bases,35,player,1
Billy Werber,https://www.baseball-almanac.com/players/player.php?p=werbebi01,Philadelphia,,1937,American League,Stolen Bases,35,player,1
Joe DiMaggio,https://www.baseball-almanac.com/players/player.php?p=dimagjo01,New York,,1937,American League,Total Bases,418,player,1
Mike Kreevich,https://www.baseball-almanac.com/players/player.php?p=kreevmi01,Chicago,,1937,American League,Triples,16,player,1
Dixie Walker,https://www.baseball-almanac.com/players/player.php?p=walkedi02,Chicago,,1937,American League,Triples,16,player,1
Wes Ferrell,https://www.baseball-almanac.com/players/player.php?p=ferrewe01,Boston,,1937,American League,Complete Games,26,pitcher,1
Wes Ferrell,https://www.baseball-almanac.com/players/player.php?p=ferrewe01,Washington,,1937,American League,Complete Games,26,pitcher,1
Lefty Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezle01,New York,,1937,American League,ERA,2.33,pitcher,1
Clint Brown,https://www.baseball-almanac.com/players/player.php?p=browncl01,Chicago,,1937,American League,Games,53,pitcher,1
Clint Brown,https://www.baseball-almanac.com/players/player.php?p=browncl01,Chicago,,1937,American League,Saves,18,pitcher,1
Lefty Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezle01,New York,,1937,American League,Shutouts,6,pitcher,1
Lefty Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezle01,New York,,1937,American League,Strikeouts,194,pitcher,1
Johnny Allen,https://www.baseball-almanac.com/players/player.php?p=allenjo02,Cleveland,,1937,American League,Winning Percentage,.938,pitcher,1
Lefty Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezle01,New York,,1937,American League,Wins,21,pitcher,1
