name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jim Thome,https://www.baseball-almanac.com/players/player.php?p=thomeji01,Cleveland,,1999,American League,Base on Balls,127,player,1
Nomar Garciaparra,https://www.baseball-almanac.com/players/player.php?p=garcino01,Boston,,1999,American League,Batting Average,.357,player,1
Shawn Green,https://www.baseball-almanac.com/players/player.php?p=greensh01,Toronto,,1999,American League,Doubles,45,player,1
Derek Jeter,https://www.baseball-almanac.com/players/player.php?p=jeterde01,New York,,1999,American League,Hits,219,player,1
"Ken Griffey, Jr.",https://www.baseball-almanac.com/players/player.php?p=griffke02,Seattle,,1999,American League,Home Runs,48,player,1
Edgar Martinez,https://www.baseball-almanac.com/players/player.php?p=martied01,Seattle,,1999,American League,On Base Percentage,.447,player,1
Manny Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirma02,Cleveland,,1999,American League,RBI,165,player,1
Roberto Alomar,https://www.baseball-almanac.com/players/player.php?p=alomaro01,Cleveland,,1999,American League,Runs,138,player,1
Manny Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirma02,Cleveland,,1999,American League,Slugging Average,.663,player,1
Brian Hunter,https://www.baseball-almanac.com/players/player.php?p=huntebr02,Seattle,,1999,American League,Stolen Bases,44,player,1
Shawn Green,https://www.baseball-almanac.com/players/player.php?p=greensh01,Toronto,,1999,American League,Total Bases,361,player,1
Jose Offerman,https://www.baseball-almanac.com/players/player.php?p=offerjo01,Boston,,1999,American League,Triples,11,player,1
David Wells,https://www.baseball-almanac.com/players/player.php?p=wellsda01,Toronto,,1999,American League,Complete Games,7,pitcher,1
Pedro Martinez,https://www.baseball-almanac.com/players/player.php?p=martipe02,Boston,,1999,American League,ERA,2.07,pitcher,1
Buddy Groom,https://www.baseball-almanac.com/players/player.php?p=groombu01,Oakland,,1999,American League,Games,76,pitcher,1
Bob Wells,https://www.baseball-almanac.com/players/player.php?p=wellsbo01,Minnesota,,1999,American League,Games,76,pitcher,1
Mariano Rivera,https://www.baseball-almanac.com/players/player.php?p=riverma01,New York,,1999,American League,Saves,45,pitcher,1
Scott Erickson,https://www.baseball-almanac.com/players/player.php?p=ericksc01,Baltimore,,1999,American League,Shutouts,3,pitcher,1
Pedro Martinez,https://www.baseball-almanac.com/players/player.php?p=martipe02,Boston,,1999,American League,Strikeouts,313,pitcher,1
Pedro Martinez,https://www.baseball-almanac.com/players/player.php?p=martipe02,Boston,,1999,American League,Winning Percentage,.852,pitcher,1
Pedro Martinez,https://www.baseball-almanac.com/players/player.php?p=martipe02,Boston,,1999,American League,Wins,23,pitcher,1
