year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2006,American League,League,New York Yankees,97,65,0.599,0,0,
2006,American League,League,Toronto Blue Jays,87,75,0.537,0,0,
2006,American League,League,Boston Red Sox,86,76,0.531,0,0,
2006,American League,League,Baltimore Orioles,70,92,0.432,0,0,
2006,American League,League,Tampa Bay Devil Rays,61,101,0.377,0,0,
2006,American League,League,Minnesota Twins,96,66,0.593,0,0,
2006,American League,League,Detroit Tigers,95,67,0.586,0,0,
2006,American League,League,Chicago White Sox,90,72,0.556,0,0,
2006,American League,League,Cleveland Indians,78,84,0.481,0,0,
2006,American League,League,Kansas City Royals,62,100,0.383,0,0,
2006,American League,League,Oakland Athletics,93,69,0.574,0,0,
2006,American League,League,Los Angeles Angels,89,73,0.549,0,0,
2006,American League,League,Texas Rangers,80,82,0.494,0,0,
2006,American League,League,Seattle Mariners,78,84,0.481,0,0,
