name,url,team,team_url,year,league,statistic,value,stat_type,rank
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1958,National League,Base on Balls,97,player,1
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1958,National League,Batting Average,.350,player,1
Orlando Cepeda,https://www.baseball-almanac.com/players/player.php?p=cepedor01,San Francisco,,1958,National League,Doubles,38,player,1
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1958,National League,Hits,215,player,1
Ernie Banks,https://www.baseball-almanac.com/players/player.php?p=bankser01,Chicago,,1958,National League,Home Runs,47,player,1
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1958,National League,On Base Percentage,.440,player,1
Ernie Banks,https://www.baseball-almanac.com/players/player.php?p=bankser01,Chicago,,1958,National League,RBI,129,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,San Francisco,,1958,National League,Runs,121,player,1
Ernie Banks,https://www.baseball-almanac.com/players/player.php?p=bankser01,Chicago,,1958,National League,Slugging Average,.614,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,San Francisco,,1958,National League,Stolen Bases,31,player,1
Ernie Banks,https://www.baseball-almanac.com/players/player.php?p=bankser01,Chicago,,1958,National League,Total Bases,379,player,1
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1958,National League,Triples,13,player,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1958,National League,Complete Games,23,pitcher,1
Stu Miller,https://www.baseball-almanac.com/players/player.php?p=millest01,San Francisco,,1958,National League,ERA,2.47,pitcher,1
Don Elston,https://www.baseball-almanac.com/players/player.php?p=elstodo01,Chicago,,1958,National League,Games,69,pitcher,1
Roy Face,https://www.baseball-almanac.com/players/player.php?p=facero01,Pittsburgh,,1958,National League,Saves,20,pitcher,1
Carl Willey,https://www.baseball-almanac.com/players/player.php?p=willeca01,Milwaukee,,1958,National League,Shutouts,4,pitcher,1
Sam Jones,https://www.baseball-almanac.com/players/player.php?p=jonessa02,St. Louis,,1958,National League,Strikeouts,225,pitcher,1
Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Milwaukee,,1958,National League,Winning Percentage,.667,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1958,National League,Winning Percentage,.667,pitcher,1
Bob Friend,https://www.baseball-almanac.com/players/player.php?p=frienbo01,Pittsburgh,,1958,National League,Wins,22,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1958,National League,Wins,22,pitcher,1
