year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2017,American League,League,Boston Red Sox,93,69,0.574,0,0,
2017,American League,League,New York Yankees,91,71,0.562,0,0,
2017,American League,League,Tampa Bay Rays,80,82,0.494,0,0,
2017,American League,League,Toronto Blue Jays,76,86,0.469,0,0,
2017,American League,League,Baltimore Orioles,75,87,0.463,0,0,
2017,American League,League,Cleveland Indians,102,60,0.63,0,0,
2017,American League,League,Minnesota Twins,85,77,0.525,0,0,
2017,American League,League,Kansas City Royals,80,82,0.494,0,0,
2017,American League,League,Chicago White Sox,67,95,0.414,0,0,
2017,American League,League,Detroit Tigers,64,98,0.395,0,0,
2017,American League,League,Houston Astros,101,61,0.623,0,0,
2017,American League,League,Los Angeles Angels,80,82,0.494,0,0,
2017,American League,League,Seattle Mariners,78,84,0.481,0,0,
2017,American League,League,Texas Rangers,78,84,0.481,0,0,
2017,American League,League,Oakland Athletics,75,87,0.463,0,0,
