year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2007,American League,League,Boston Red Sox,96,66,0.593,0,0,
2007,American League,League,New York Yankees,94,68,0.58,0,0,
2007,American League,League,Toronto Blue Jays,83,79,0.512,0,0,
2007,American League,League,Baltimore Orioles,69,93,0.426,0,0,
2007,American League,League,Tampa Bay Devil Rays,66,96,0.407,0,0,
2007,American League,League,Cleveland Indians,96,66,0.593,0,0,
2007,American League,League,Detroit Tigers,88,74,0.543,0,0,
2007,American League,League,Minnesota Twins,79,83,0.488,0,0,
2007,American League,League,Chicago White Sox,72,90,0.444,0,0,
2007,American League,League,Kansas City Royals,69,93,0.426,0,0,
2007,American League,League,Los Angeles Angels,94,68,0.58,0,0,
2007,American League,League,Seattle Mariners,88,74,0.543,0,0,
2007,American League,League,Oakland Athletics,76,86,0.469,0,0,
2007,American League,League,Texas Rangers,75,87,0.463,0,0,
