year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1970,American League,League,Baltimore Orioles,108,54,0.667,.667,0,
1970,American League,League,New York Yankees,93,69,0.574,.574,0,
1970,American League,League,Boston Red Sox,87,75,0.537,.537,0,
1970,American League,League,Detroit Tigers,79,83,0.488,.488,0,
1970,American League,League,Cleveland Indians,76,86,0.469,.469,0,
1970,American League,League,Washington Senators,70,92,0.432,.432,0,
1970,American League,League,Minnesota Twins,98,64,0.605,.605,0,
1970,American League,League,Oakland Athletics,89,73,0.549,.549,0,
1970,American League,League,California Angels,86,76,0.531,.531,0,
1970,American League,League,Milwaukee Brewers,65,97,0.401,.401,0,
1970,American League,League,Kansas City Royals,65,97,0.401,.401,0,
1970,American League,League,Chicago White Sox,56,106,0.346,.346,0,
