year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1966,American League,League,Baltimore Orioles,97,63,0.606,.606,0,
1966,American League,League,Minnesota Twins,89,73,0.549,.549,0,
1966,American League,League,Detroit Tigers,88,74,0.543,.543,0,
1966,American League,League,Chicago White Sox,83,79,0.512,.512,0,
1966,American League,League,Cleveland Indians,81,81,0.5,.500,0,
1966,American League,League,California Angels,80,82,0.494,.494,0,
1966,American League,League,Kansas City Athletics,74,86,0.463,.463,0,
1966,American League,League,Washington Senators,71,88,0.447,.447,0,
1966,American League,League,Boston Red Sox,72,90,0.444,.444,0,
1966,American League,League,New York Yankees,70,89,0.44,.440,0,
