name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1942,National League,Base on Balls,109,player,1
Ernie Lombardi,https://www.baseball-almanac.com/players/player.php?p=lombaer01,Boston,,1942,National League,Batting Average,.330,player,1
Marty Marion,https://www.baseball-almanac.com/players/player.php?p=marioma01,St. Louis,,1942,National League,Doubles,38,player,1
Enos Slaughter,https://www.baseball-almanac.com/players/player.php?p=slaugen01,St. Louis,,1942,National League,Hits,188,player,1
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1942,National League,Home Runs,30,player,1
Elbie Fletcher,https://www.baseball-almanac.com/players/player.php?p=fletcel01,Pittsburgh,,1942,National League,On Base Percentage,.417,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,New York,,1942,National League,RBI,110,player,1
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1942,National League,Runs,118,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,New York,,1942,National League,Slugging Average,.521,player,1
Pete Reiser,https://www.baseball-almanac.com/players/player.php?p=reisepe01,Brooklyn,,1942,National League,Stolen Bases,20,player,1
Enos Slaughter,https://www.baseball-almanac.com/players/player.php?p=slaugen01,St. Louis,,1942,National League,Total Bases,292,player,1
Enos Slaughter,https://www.baseball-almanac.com/players/player.php?p=slaugen01,St. Louis,,1942,National League,Triples,17,player,1
Jim Tobin,https://www.baseball-almanac.com/players/player.php?p=tobinji01,Boston,,1942,National League,Complete Games,28,pitcher,1
Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,St. Louis,,1942,National League,ERA,1.78,pitcher,1
Ace Adams,https://www.baseball-almanac.com/players/player.php?p=adamsac01,New York,,1942,National League,Games,61,pitcher,1
Hugh Casey,https://www.baseball-almanac.com/players/player.php?p=caseyhu01,Brooklyn,,1942,National League,Saves,13,pitcher,1
Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,St. Louis,,1942,National League,Shutouts,10,pitcher,1
Johnny Vander Meer,https://www.baseball-almanac.com/players/player.php?p=vandejo01,Cincinnati,,1942,National League,Strikeouts,186,pitcher,1
Larry French,https://www.baseball-almanac.com/players/player.php?p=frencla01,Brooklyn,,1942,National League,Winning Percentage,.789,pitcher,1
Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,St. Louis,,1942,National League,Wins,22,pitcher,1
