year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1962,American League,League,New York Yankees,96,66,0.593,.593,0,
1962,American League,League,Minnesota Twins,91,71,0.562,.562,0,
1962,American League,League,Los Angeles Angels,86,76,0.531,.531,0,
1962,American League,League,Detroit Tigers,85,76,0.528,.528,0,
1962,American League,League,Chicago White Sox,85,77,0.525,.525,0,
1962,American League,League,Cleveland Indians,80,82,0.494,.494,0,
1962,American League,League,Baltimore Orioles,77,85,0.475,.475,0,
1962,American League,League,Boston Red Sox,76,84,0.475,.475,0,
1962,American League,League,Kansas City Athletics,72,90,0.444,.444,0,
1962,American League,League,Washington Senators,60,101,0.373,.373,0,
