name,url,team,team_url,year,league,statistic,value,stat_type,rank
Dolph Camilli,https://www.baseball-almanac.com/players/player.php?p=camildo01,Brooklyn,,1939,National League,Base on Balls,110,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,St. Louis,,1939,National League,Batting Average,.349,player,1
Enos Slaughter,https://www.baseball-almanac.com/players/player.php?p=slaugen01,St. Louis,,1939,National League,Doubles,52,player,1
Frank McCormick,https://www.baseball-almanac.com/players/player.php?p=mccorfr01,Cincinnati,,1939,National League,Hits,209,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,St. Louis,,1939,National League,Home Runs,28,player,1
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1939,National League,On Base Percentage,.449,player,1
Frank McCormick,https://www.baseball-almanac.com/players/player.php?p=mccorfr01,Cincinnati,,1939,National League,RBI,128,player,1
Billy Werber,https://www.baseball-almanac.com/players/player.php?p=werbebi01,Cincinnati,,1939,National League,Runs,115,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,St. Louis,,1939,National League,Slugging Average,.626,player,1
Stan Hack,https://www.baseball-almanac.com/players/player.php?p=hackst01,Chicago,,1939,National League,Stolen Bases,17,player,1
Lee Handley,https://www.baseball-almanac.com/players/player.php?p=handlle01,Pittsburgh,,1939,National League,Stolen Bases,17,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,St. Louis,,1939,National League,Total Bases,353,player,1
Billy Herman,https://www.baseball-almanac.com/players/player.php?p=hermabi01,Chicago,,1939,National League,Triples,18,player,1
Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Cincinnati,,1939,National League,Complete Games,31,pitcher,1
Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Cincinnati,,1939,National League,ERA,2.29,pitcher,1
Clyde Shoun,https://www.baseball-almanac.com/players/player.php?p=shouncl01,St. Louis,,1939,National League,Games,53,pitcher,1
Bob Bowman,https://www.baseball-almanac.com/players/player.php?p=bowmabo01,St. Louis,,1939,National League,Saves,9,pitcher,1
Clyde Shoun,https://www.baseball-almanac.com/players/player.php?p=shouncl01,St. Louis,,1939,National League,Saves,9,pitcher,1
Lou Fette,https://www.baseball-almanac.com/players/player.php?p=fettelo01,Boston,,1939,National League,Shutouts,6,pitcher,1
Claude Passeau,https://www.baseball-almanac.com/players/player.php?p=passecl01,Philadelphia,,1939,National League,Strikeouts,137,pitcher,1
Claude Passeau,https://www.baseball-almanac.com/players/player.php?p=passecl01,Chicago,,1939,National League,Strikeouts,137,pitcher,1
Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Cincinnati,,1939,National League,Strikeouts,137,pitcher,1
Paul Derringer,https://www.baseball-almanac.com/players/player.php?p=derripa01,Cincinnati,,1939,National League,Winning Percentage,.781,pitcher,1
Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Cincinnati,,1939,National League,Wins,27,pitcher,1
