name,url,team,team_url,year,league,statistic,value,stat_type,rank
Topsy Hartsel,https://www.baseball-almanac.com/players/player.php?p=hartsto01,Philadelphia,,1905,American League,Base on Balls,121,player,1
Elmer Flick,https://www.baseball-almanac.com/players/player.php?p=flickel01,Cleveland,,1905,American League,Batting Average,.308,player,1
Harry Davis,https://www.baseball-almanac.com/players/player.php?p=davisha01,Philadelphia,,1905,American League,Doubles,47,player,1
George Stone,https://www.baseball-almanac.com/players/player.php?p=stonege01,St. Louis,,1905,American League,Hits,187,player,1
Harry Davis,https://www.baseball-almanac.com/players/player.php?p=davisha01,Philadelphia,,1905,American League,Home Runs,8,player,1
Topsy Hartsel,https://www.baseball-almanac.com/players/player.php?p=hartsto01,Philadelphia,,1905,American League,On Base Percentage,.409,player,1
Harry Davis,https://www.baseball-almanac.com/players/player.php?p=davisha01,Philadelphia,,1905,American League,RBI,83,player,1
Harry Davis,https://www.baseball-almanac.com/players/player.php?p=davisha01,Philadelphia,,1905,American League,Runs,93,player,1
Elmer Flick,https://www.baseball-almanac.com/players/player.php?p=flickel01,Cleveland,,1905,American League,Slugging Average,.462,player,1
Danny Hoffman,https://www.baseball-almanac.com/players/player.php?p=hoffmda01,Philadelphia,,1905,American League,Stolen Bases,46,player,1
George Stone,https://www.baseball-almanac.com/players/player.php?p=stonege01,St. Louis,,1905,American League,Total Bases,259,player,1
Elmer Flick,https://www.baseball-almanac.com/players/player.php?p=flickel01,Cleveland,,1905,American League,Triples,18,player,1
Harry Howell,https://www.baseball-almanac.com/players/player.php?p=howelha01,St. Louis,,1905,American League,Complete Games,35,pitcher,1
George Mullin,https://www.baseball-almanac.com/players/player.php?p=mullige01,Detroit,,1905,American League,Complete Games,35,pitcher,1
Eddie Plank,https://www.baseball-almanac.com/players/player.php?p=planked01,Philadelphia,,1905,American League,Complete Games,35,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1905,American League,ERA,1.48,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1905,American League,Games,46,pitcher,1
Jim Buchanan,https://www.baseball-almanac.com/players/player.php?p=buchaji01,St. Louis,,1905,American League,Saves,2,pitcher,1
Ed Killian,https://www.baseball-almanac.com/players/player.php?p=killied01,Detroit,,1905,American League,Shutouts,8,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1905,American League,Strikeouts,287,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1905,American League,Winning Percentage,.730,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1905,American League,Wins,27,pitcher,1
