name,url,team,team_url,year,league,statistic,value,stat_type,rank
Hank Greenberg,https://www.baseball-almanac.com/players/player.php?p=greenha01,Pittsburgh,,1947,National League,Base on Balls,104,player,1
Pee Wee Reese,https://www.baseball-almanac.com/players/player.php?p=reesepe01,Brooklyn,,1947,National League,Base on Balls,104,player,1
Harry Walker,https://www.baseball-almanac.com/players/player.php?p=walkeha01,St. Louis,,1947,National League,Batting Average,.363,player,1
Harry Walker,https://www.baseball-almanac.com/players/player.php?p=walkeha01,Philadelphia,,1947,National League,Batting Average,.363,player,1
Eddie Miller,https://www.baseball-almanac.com/players/player.php?p=milleed03,Cincinnati,,1947,National League,Doubles,38,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1947,National League,Hits,191,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1947,National League,Home Runs,51,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,New York,,1947,National League,Home Runs,51,player,1
Augie Galan,https://www.baseball-almanac.com/players/player.php?p=galanau01,Cincinnati,,1947,National League,On Base Percentage,.449,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,New York,,1947,National League,RBI,138,player,1
Johnny Mize,https://www.baseball-almanac.com/players/player.php?p=mizejo01,New York,,1947,National League,Runs,137,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1947,National League,Slugging Average,.639,player,1
Jackie Robinson,https://www.baseball-almanac.com/players/player.php?p=robinja02,Brooklyn,,1947,National League,Stolen Bases,29,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1947,National League,Total Bases,361,player,1
Harry Walker,https://www.baseball-almanac.com/players/player.php?p=walkeha01,St. Louis,,1947,National League,Triples,16,player,1
Harry Walker,https://www.baseball-almanac.com/players/player.php?p=walkeha01,Philadelphia,,1947,National League,Triples,16,player,1
Ewell Blackwell,https://www.baseball-almanac.com/players/player.php?p=blackew01,Cincinnati,,1947,National League,Complete Games,23,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1947,National League,ERA,2.33,pitcher,1
Ken Trinkle,https://www.baseball-almanac.com/players/player.php?p=trinkke01,New York,,1947,National League,Games,62,pitcher,1
Hugh Casey,https://www.baseball-almanac.com/players/player.php?p=caseyhu01,Brooklyn,,1947,National League,Saves,18,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1947,National League,Shutouts,7,pitcher,1
Ewell Blackwell,https://www.baseball-almanac.com/players/player.php?p=blackew01,Cincinnati,,1947,National League,Strikeouts,193,pitcher,1
Larry Jansen,https://www.baseball-almanac.com/players/player.php?p=jansela01,New York,,1947,National League,Winning Percentage,.808,pitcher,1
Ewell Blackwell,https://www.baseball-almanac.com/players/player.php?p=blackew01,Cincinnati,,1947,National League,Wins,22,pitcher,1
