name,url,team,team_url,year,league,statistic,value,stat_type,rank
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1969,American League,Base on Balls,145,player,1
Rod Carew,https://www.baseball-almanac.com/players/player.php?p=carewro01,Minnesota,,1969,American League,Batting Average,.332,player,1
Tony Oliva,https://www.baseball-almanac.com/players/player.php?p=olivato01,Minnesota,,1969,American League,Doubles,39,player,1
Tony Oliva,https://www.baseball-almanac.com/players/player.php?p=olivato01,Minnesota,,1969,American League,Hits,197,player,1
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1969,American League,Home Runs,49,player,1
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1969,American League,On Base Percentage,.430,player,1
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1969,American League,RBI,140,player,1
Reggie Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksre01,Oakland,,1969,American League,Runs,123,player,1
Reggie Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksre01,Oakland,,1969,American League,Slugging Average,.608,player,1
Tommy Harper,https://www.baseball-almanac.com/players/player.php?p=harpeto01,Seattle,,1969,American League,Stolen Bases,73,player,1
Frank Howard,https://www.baseball-almanac.com/players/player.php?p=howarfr01,Washington,,1969,American League,Total Bases,340,player,1
Del Unser,https://www.baseball-almanac.com/players/player.php?p=unserde01,Washington,,1969,American League,Triples,8,player,1
Mel Stottlemyre,https://www.baseball-almanac.com/players/player.php?p=stottme01,New York,,1969,American League,Complete Games,24,pitcher,1
Dick Bosman,https://www.baseball-almanac.com/players/player.php?p=bosmadi01,Washington,,1969,American League,ERA,2.19,pitcher,1
Wilbur Wood,https://www.baseball-almanac.com/players/player.php?p=woodwi01,Chicago,,1969,American League,Games,76,pitcher,1
Ron Perranoski,https://www.baseball-almanac.com/players/player.php?p=perraro01,Minnesota,,1969,American League,Saves,31,pitcher,1
Denny McLain,https://www.baseball-almanac.com/players/player.php?p=mclaide01,Detroit,,1969,American League,Shutouts,9,pitcher,1
Sam McDowell,https://www.baseball-almanac.com/players/player.php?p=mcdowsa01,Cleveland,,1969,American League,Strikeouts,279,pitcher,1
Jim Palmer,https://www.baseball-almanac.com/players/player.php?p=palmeji01,Baltimore,,1969,American League,Winning Percentage,.800,pitcher,1
Denny McLain,https://www.baseball-almanac.com/players/player.php?p=mclaide01,Detroit,,1969,American League,Wins,24,pitcher,1
