year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1899,National League,League,Brooklyn Superbas,101,47,0.682,2,0,
1899,National League,League,Boston Beaneaters,95,57,0.625,1,0,
1899,National League,League,Philadelphia Phillies,94,58,0.618,2,0,
1899,National League,League,Baltimore Orioles,86,62,0.581,4,0,
1899,National League,League,St. Louis Perfectos,84,67,0.556,4,0,
1899,National League,League,Cincinnati Reds,83,67,0.553,7,0,
1899,National League,League,Pittsburgh Pirates,76,73,0.51,5,0,
1899,National League,League,Chicago Orphans,75,73,0.507,4,0,
1899,National League,League,Louisville Colonels,75,77,0.493,3,0,
1899,National League,League,New York Giants,60,90,0.4,3,0,
1899,National League,League,Washington Senators,54,98,0.355,3,0,
1899,National League,League,Cleveland Spiders,20,134,0.13,0,0,
