name,url,team,team_url,year,league,statistic,value,stat_type,rank
Carlos Santana,https://www.baseball-almanac.com/players/player.php?p=santaca01,Cleveland Indians,,2020,American League,Base on Balls,47,player,1
DJ LeMahieu,https://www.baseball-almanac.com/players/player.php?p=lemahdj01,New York Yankees,,2020,American League,Batting Average,.364,player,1
Cesar Hernandez,https://www.baseball-almanac.com/players/player.php?p=hernace02,Cleveland Indians,,2020,American League,Doubles,20,player,1
Jose Abreu,https://www.baseball-almanac.com/players/player.php?p=abreujo02,Chicago White Sox,,2020,American League,Hits,76,player,1
Luke Voit,https://www.baseball-almanac.com/players/player.php?p=voitlu01,New York Yankees,,2020,American League,Home Runs,22,player,1
DJ LeMahieu,https://www.baseball-almanac.com/players/player.php?p=lemahdj01,New York Yankees,,2020,American League,On Base Percentage,.421,player,1
Jose Abreu,https://www.baseball-almanac.com/players/player.php?p=abreujo02,Chicago White Sox,,2020,American League,RBI,60,player,1
Tim Anderson,https://www.baseball-almanac.com/players/player.php?p=anderti01,Chicago White Sox,,2020,American League,Runs,45,player,1
Jose Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirjo01,Cleveland Indians,,2020,American League,Runs,45,player,1
Jose Abreu,https://www.baseball-almanac.com/players/player.php?p=abreujo02,Chicago White Sox,,2020,American League,Slugging Average,.617,player,1
Adalberto Mondesi,https://www.baseball-almanac.com/players/player.php?p=mondera02,Kansas City Royals,,2020,American League,Stolen Bases,24,player,1
Jose Abreu,https://www.baseball-almanac.com/players/player.php?p=abreujo02,Chicago White Sox,,2020,American League,Total Bases,148,player,1
Kyle Tucker,https://www.baseball-almanac.com/players/player.php?p=tuckeky01,Houston Astros,,2020,American League,Triples,6,player,1
Gerrit Cole,https://www.baseball-almanac.com/players/player.php?p=colege01,New York Yankees,,2020,American League,Complete Games,2,pitcher,1
Shane Bieber,https://www.baseball-almanac.com/players/player.php?p=biebesh01,Cleveland Indians,,2020,American League,ERA,1.63,pitcher,1
Scott Barlow,https://www.baseball-almanac.com/players/player.php?p=barlosc01,Kansas City Royals,,2020,American League,Games,32,pitcher,1
Brad Hand,https://www.baseball-almanac.com/players/player.php?p=handbr01,Cleveland Indians,,2020,American League,Saves,16,pitcher,1
Gerrit Cole,https://www.baseball-almanac.com/players/player.php?p=colege01,New York Yankees,,2020,American League,Shutouts,1,pitcher,1
Kyle Gibson,https://www.baseball-almanac.com/players/player.php?p=gibsoky01,Texas Rangers,,2020,American League,Shutouts,1,pitcher,1
Lucas Giolito,https://www.baseball-almanac.com/players/player.php?p=giolilu01,Chicago White Sox,,2020,American League,Shutouts,1,pitcher,1
Brad Keller,https://www.baseball-almanac.com/players/player.php?p=kellebr01,Kansas City Royals,,2020,American League,Shutouts,1,pitcher,1
Mike Minor,https://www.baseball-almanac.com/players/player.php?p=minormi01,Oakland Athletics,,2020,American League,Shutouts,1,pitcher,1
Shane Bieber,https://www.baseball-almanac.com/players/player.php?p=biebesh01,Cleveland Indians,,2020,American League,Strikeouts,122,pitcher,1
Shane Bieber,https://www.baseball-almanac.com/players/player.php?p=biebesh01,Cleveland Indians,,2020,American League,Winning Percentage,.889,pitcher,1
Shane Bieber,https://www.baseball-almanac.com/players/player.php?p=biebesh01,Cleveland Indians,,2020,American League,Wins,8,pitcher,1
