name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jason Giambi,https://www.baseball-almanac.com/players/player.php?p=giambja01,New York,,2003,American League,Base on Balls,129,player,1
Bill Mueller,https://www.baseball-almanac.com/players/player.php?p=muellbi02,Boston,,2003,American League,Batting Average,.326,player,1
Garret Anderson,https://www.baseball-almanac.com/players/player.php?p=anderga01,Anaheim,,2003,American League,Doubles,49,player,1
Vernon Wells,https://www.baseball-almanac.com/players/player.php?p=wellsve01,Toronto,,2003,American League,Doubles,49,player,1
Vernon Wells,https://www.baseball-almanac.com/players/player.php?p=wellsve01,Toronto,,2003,American League,Hits,215,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,Texas,,2003,American League,Home Runs,47,player,1
Manny Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirma02,Boston,,2003,American League,On Base Percentage,.427,player,1
Carlos Delgado,https://www.baseball-almanac.com/players/player.php?p=delgaca01,Toronto,,2003,American League,RBI,145,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,Texas,,2003,American League,Runs,124,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,Texas,,2003,American League,Slugging Average,.600,player,1
Carl Crawford,https://www.baseball-almanac.com/players/player.php?p=crawfca02,Tampa Bay,,2003,American League,Stolen Bases,55,player,1
Vernon Wells,https://www.baseball-almanac.com/players/player.php?p=wellsve01,Toronto,,2003,American League,Total Bases,373,player,1
Cristian Guzman,https://www.baseball-almanac.com/players/player.php?p=guzmacr01,Minnesota,,2003,American League,Triples,14,player,1
Bartolo Colon,https://www.baseball-almanac.com/players/player.php?p=colonba01,Chicago,,2003,American League,Complete Games,9,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2003,American League,Complete Games,9,pitcher,1
Mark Mulder,https://www.baseball-almanac.com/players/player.php?p=muldema01,Oakland,,2003,American League,Complete Games,9,pitcher,1
Pedro Martinez,https://www.baseball-almanac.com/players/player.php?p=martipe02,Boston,,2003,American League,ERA,2.22,pitcher,1
Trever Miller,https://www.baseball-almanac.com/players/player.php?p=milletr02,Toronto,,2003,American League,Games,79,pitcher,1
Keith Foulke,https://www.baseball-almanac.com/players/player.php?p=foulkke01,Oakland,,2003,American League,Saves,43,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2003,American League,Shutouts,2,pitcher,1
Tim Hudson,https://www.baseball-almanac.com/players/player.php?p=hudsoti01,Oakland,,2003,American League,Shutouts,2,pitcher,1
John Lackey,https://www.baseball-almanac.com/players/player.php?p=lackejo01,Anaheim,,2003,American League,Shutouts,2,pitcher,1
Mark Mulder,https://www.baseball-almanac.com/players/player.php?p=muldema01,Oakland,,2003,American League,Shutouts,2,pitcher,1
Joel Pineiro,https://www.baseball-almanac.com/players/player.php?p=pineijo01,Seattle,,2003,American League,Shutouts,2,pitcher,1
Esteban Loaiza,https://www.baseball-almanac.com/players/player.php?p=loaizes01,Chicago,,2003,American League,Strikeouts,207,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2003,American League,Winning Percentage,.759,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2003,American League,Wins,22,pitcher,1
