year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1991,National League,League,Pittsburgh Pirates,98,64,0.605,.605,0,
1991,National League,League,St. Louis Cardinals,84,78,0.519,.519,0,
1991,National League,League,Philadelphia Phillies,78,84,0.481,.481,0,
1991,National League,League,Chicago Cubs,77,83,0.481,.481,0,
1991,National League,League,New York Mets,77,84,0.478,.478,0,
1991,National League,League,Montreal Expos,71,90,0.441,.441,0,
1991,National League,League,Atlanta Braves,94,68,0.58,.580,0,
1991,National League,League,Los Angeles Dodgers,93,69,0.574,.574,0,
1991,National League,League,San Diego Padres,84,78,0.519,.519,0,
1991,National League,League,San Francisco Giants,75,87,0.463,.463,0,
1991,National League,League,Cincinnati Reds,74,88,0.457,.457,0,
1991,National League,League,Houston Astros,65,97,0.401,.401,0,
