name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jim Gilliam,https://www.baseball-almanac.com/players/player.php?p=gilliji01,Los Angeles,,1959,National League,Base on Balls,96,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1959,National League,Batting Average,.355,player,1
Vada Pinson,https://www.baseball-almanac.com/players/player.php?p=pinsova01,Cincinnati,,1959,National League,Doubles,47,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1959,National League,Hits,223,player,1
Eddie Mathews,https://www.baseball-almanac.com/players/player.php?p=matheed01,Milwaukee,,1959,National League,Home Runs,46,player,1
Joe Cunningham,https://www.baseball-almanac.com/players/player.php?p=cunnijo01,St. Louis,,1959,National League,On Base Percentage,.453,player,1
Ernie Banks,https://www.baseball-almanac.com/players/player.php?p=bankser01,Chicago,,1959,National League,RBI,143,player,1
Vada Pinson,https://www.baseball-almanac.com/players/player.php?p=pinsova01,Cincinnati,,1959,National League,Runs,131,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1959,National League,Slugging Average,.636,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,San Francisco,,1959,National League,Stolen Bases,27,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1959,National League,Total Bases,400,player,1
Wally Moon,https://www.baseball-almanac.com/players/player.php?p=moonwa01,Los Angeles,,1959,National League,Triples,11,player,1
Charlie Neal,https://www.baseball-almanac.com/players/player.php?p=nealch01,Los Angeles,,1959,National League,Triples,11,player,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1959,National League,Complete Games,21,pitcher,1
Sam Jones,https://www.baseball-almanac.com/players/player.php?p=jonessa02,San Francisco,,1959,National League,ERA,2.83,pitcher,1
Don Elston,https://www.baseball-almanac.com/players/player.php?p=elstodo01,Chicago,,1959,National League,Games,65,pitcher,1
Bill Henry,https://www.baseball-almanac.com/players/player.php?p=henrybi01,Chicago,,1959,National League,Games,65,pitcher,1
Lindy McDaniel,https://www.baseball-almanac.com/players/player.php?p=mcdanli01,St. Louis,,1959,National League,Saves,15,pitcher,1
Don McMahon,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,Milwaukee,,1959,National League,Saves,15,pitcher,1
Johnny Antonelli,https://www.baseball-almanac.com/players/player.php?p=antonjo02,San Francisco,,1959,National League,Shutouts,4,pitcher,1
Bob Buhl,https://www.baseball-almanac.com/players/player.php?p=buhlbo01,Milwaukee,,1959,National League,Shutouts,4,pitcher,1
Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Milwaukee,,1959,National League,Shutouts,4,pitcher,1
Roger Craig,https://www.baseball-almanac.com/players/player.php?p=craigro01,Los Angeles,,1959,National League,Shutouts,4,pitcher,1
Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Los Angeles,,1959,National League,Shutouts,4,pitcher,1
Sam Jones,https://www.baseball-almanac.com/players/player.php?p=jonessa02,San Francisco,,1959,National League,Shutouts,4,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1959,National League,Shutouts,4,pitcher,1
Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Los Angeles,,1959,National League,Strikeouts,242,pitcher,1
Roy Face,https://www.baseball-almanac.com/players/player.php?p=facero01,Pittsburgh,,1959,National League,Winning Percentage,.947,pitcher,1
Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Milwaukee,,1959,National League,Wins,21,pitcher,1
Sam Jones,https://www.baseball-almanac.com/players/player.php?p=jonessa02,San Francisco,,1959,National League,Wins,21,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1959,National League,Wins,21,pitcher,1
