year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2000,American League,League,New York Yankees,87,74,0.54,.540,0,
2000,American League,League,Boston Red Sox,85,77,0.525,.525,0,
2000,American League,League,Toronto Blue Jays,83,79,0.512,.512,0,
2000,American League,League,Baltimore Orioles,74,88,0.457,.457,0,
2000,American League,League,Tampa Bay Devil Rays,69,92,0.429,.429,0,
2000,American League,League,Chicago White Sox,95,67,0.586,.586,0,
2000,American League,League,Cleveland Indians,90,72,0.556,.556,0,
2000,American League,League,Detroit Tigers,79,83,0.488,.488,0,
2000,American League,League,Kansas City Royals,77,85,0.475,.475,0,
2000,American League,League,Minnesota Twins,69,93,0.426,.426,0,
2000,American League,League,Oakland Athletics,91,70,0.565,.565,0,
2000,American League,League,Seattle Mariners,91,71,0.562,.562,0,
2000,American League,League,Anaheim Angels,82,80,0.506,.506,0,
2000,American League,League,Texas Rangers,71,91,0.438,.438,0,
