year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1975,American League,League,Boston Red Sox,95,65,0.594,.594,0,
1975,American League,League,Baltimore Orioles,90,69,0.566,.566,0,
1975,American League,League,New York Yankees,83,77,0.519,.519,0,
1975,American League,League,Cleveland Indians,79,80,0.497,.497,0,
1975,American League,League,Milwaukee Brewers,68,94,0.42,.420,0,
1975,American League,League,Detroit Tigers,57,102,0.358,.358,0,
1975,American League,League,Oakland Athletics,98,64,0.605,.605,0,
1975,American League,League,Kansas City Royals,91,71,0.562,.562,0,
1975,American League,League,Texas Rangers,79,83,0.488,.488,0,
1975,American League,League,Minnesota Twins,76,83,0.478,.478,0,
1975,American League,League,Chicago White Sox,75,86,0.466,.466,0,
1975,American League,League,California Angels,72,89,0.447,.447,0,
