name,url,team,team_url,year,league,statistic,value,stat_type,rank
Topsy Hartsel,https://www.baseball-almanac.com/players/player.php?p=hartsto01,Philadelphia,,1902,American League,Base on Balls,87,player,1
Ed Delahanty,https://www.baseball-almanac.com/players/player.php?p=delahed01,Washington,,1902,American League,Batting Average,.376,player,1
Harry Davis,https://www.baseball-almanac.com/players/player.php?p=davisha01,Philadelphia,,1902,American League,Doubles,43,player,1
Ed Delahanty,https://www.baseball-almanac.com/players/player.php?p=delahed01,Washington,,1902,American League,Doubles,43,player,1
Charlie Hickman,https://www.baseball-almanac.com/players/player.php?p=hickmch01,Boston,,1902,American League,Hits,193,player,1
Charlie Hickman,https://www.baseball-almanac.com/players/player.php?p=hickmch01,Cleveland,,1902,American League,Hits,193,player,1
Socks Seybold,https://www.baseball-almanac.com/players/player.php?p=seyboso01,Philadelphia,,1902,American League,Home Runs,16,player,1
Ed Delahanty,https://www.baseball-almanac.com/players/player.php?p=delahed01,Washington,,1902,American League,On Base Percentage,.453,player,1
Buck Freeman,https://www.baseball-almanac.com/players/player.php?p=freembu01,Boston,,1902,American League,RBI,121,player,1
Dave Fultz,https://www.baseball-almanac.com/players/player.php?p=fultzda01,Philadelphia,,1902,American League,Runs,109,player,1
Topsy Hartsel,https://www.baseball-almanac.com/players/player.php?p=hartsto01,Philadelphia,,1902,American League,Runs,109,player,1
Ed Delahanty,https://www.baseball-almanac.com/players/player.php?p=delahed01,Washington,,1902,American League,Slugging Average,.590,player,1
Topsy Hartsel,https://www.baseball-almanac.com/players/player.php?p=hartsto01,Philadelphia,,1902,American League,Stolen Bases,47,player,1
Charlie Hickman,https://www.baseball-almanac.com/players/player.php?p=hickmch01,Boston,,1902,American League,Total Bases,288,player,1
Charlie Hickman,https://www.baseball-almanac.com/players/player.php?p=hickmch01,Cleveland,,1902,American League,Total Bases,288,player,1
Jimmy Williams,https://www.baseball-almanac.com/players/player.php?p=williji01,Baltimore,,1902,American League,Triples,21,player,1
Cy Young,https://www.baseball-almanac.com/players/player.php?p=youngcy01,Boston,,1902,American League,Complete Games,41,pitcher,1
Ed Siever,https://www.baseball-almanac.com/players/player.php?p=sieveed01,Detroit,,1902,American League,ERA,1.91,pitcher,1
Cy Young,https://www.baseball-almanac.com/players/player.php?p=youngcy01,Boston,,1902,American League,Games,45,pitcher,1
Jack Powell,https://www.baseball-almanac.com/players/player.php?p=powelja01,St. Louis,,1902,American League,Saves,2,pitcher,1
Addie Joss,https://www.baseball-almanac.com/players/player.php?p=jossad01,Cleveland,,1902,American League,Shutouts,5,pitcher,1
Rube Waddell,https://www.baseball-almanac.com/players/player.php?p=wadderu01,Philadelphia,,1902,American League,Strikeouts,210,pitcher,1
Bill Bernhard,https://www.baseball-almanac.com/players/player.php?p=bernhbi01,Philadelphia,,1902,American League,Winning Percentage,.783,pitcher,1
Bill Bernhard,https://www.baseball-almanac.com/players/player.php?p=bernhbi01,Cleveland,,1902,American League,Winning Percentage,.783,pitcher,1
Cy Young,https://www.baseball-almanac.com/players/player.php?p=youngcy01,Boston,,1902,American League,Wins,32,pitcher,1
