name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jason Giambi,https://www.baseball-almanac.com/players/player.php?p=giambja01,New York,,2005,American League,Base on Balls,108,player,1
Michael Young,https://www.baseball-almanac.com/players/player.php?p=youngmi02,Texas,,2005,American League,Batting Average,.331,player,1
Miguel Tejada,https://www.baseball-almanac.com/players/player.php?p=tejadmi01,Baltimore,,2005,American League,Doubles,50,player,1
Michael Young,https://www.baseball-almanac.com/players/player.php?p=youngmi02,Texas,,2005,American League,Hits,221,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,New York,,2005,American League,Home Runs,48,player,1
Jason Giambi,https://www.baseball-almanac.com/players/player.php?p=giambja01,New York,,2005,American League,On Base Percentage,.440,player,1
David Ortiz,https://www.baseball-almanac.com/players/player.php?p=ortizda01,Boston,,2005,American League,RBI,148,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,New York,,2005,American League,Runs,124,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,New York,,2005,American League,Slugging Average,.610,player,1
Chone Figgins,https://www.baseball-almanac.com/players/player.php?p=figgich01,Los Angeles,,2005,American League,Stolen Bases,62,player,1
Mark Teixeira,https://www.baseball-almanac.com/players/player.php?p=teixema01,Texas,,2005,American League,Total Bases,370,player,1
Carl Crawford,https://www.baseball-almanac.com/players/player.php?p=crawfca02,Tampa Bay,,2005,American League,Triples,15,player,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2005,American League,Complete Games,5,pitcher,1
Kevin Millwood,https://www.baseball-almanac.com/players/player.php?p=millwke01,Cleveland,,2005,American League,ERA,2.86,pitcher,1
Mike Timlin,https://www.baseball-almanac.com/players/player.php?p=timlimi01,Boston,,2005,American League,Games,81,pitcher,1
Francisco Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrifr03,Los Angeles,,2005,American League,Saves,45,pitcher,1
Bob Wickman,https://www.baseball-almanac.com/players/player.php?p=wickmbo01,Cleveland,,2005,American League,Saves,45,pitcher,1
Jon Garland,https://www.baseball-almanac.com/players/player.php?p=garlajo01,Chicago,,2005,American League,Shutouts,3,pitcher,1
Johan Santana,https://www.baseball-almanac.com/players/player.php?p=santajo02,Minnesota,,2005,American League,Strikeouts,238,pitcher,1
Cliff Lee,https://www.baseball-almanac.com/players/player.php?p=leecl02,Cleveland,,2005,American League,Winning Percentage,.783,pitcher,1
Bartolo Colon,https://www.baseball-almanac.com/players/player.php?p=colonba01,Los Angeles,,2005,American League,Wins,21,pitcher,1
