year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1981,American League,League,Milwaukee Brewers,62,47,0.569,47,0,
1981,American League,League,Baltimore Orioles,59,46,0.562,46,0,
1981,American League,League,New York Yankees,59,48,0.551,48,0,
1981,American League,League,Detroit Tigers,60,49,0.55,49,0,
1981,American League,League,Boston Red Sox,59,49,0.546,49,0,
1981,American League,League,Cleveland Indians,52,51,0.505,51,0,
1981,American League,League,Toronto Blue Jays,37,69,0.349,69,0,
1981,American League,League,Oakland Athletics,64,45,0.587,45,0,
1981,American League,League,Texas Rangers,57,48,0.543,48,0,
1981,American League,League,Chicago White Sox,54,52,0.509,52,0,
1981,American League,League,Kansas City Royals,50,53,0.485,53,0,
1981,American League,League,California Angels,51,59,0.464,59,0,
1981,American League,League,Seattle Mariners,44,65,0.404,65,0,
1981,American League,League,Minnesota Twins,41,68,0.376,68,0,
