year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1973,National League,League,New York Mets,82,79,0.509,.509,0,
1973,National League,League,St. Louis Cardinals,81,81,0.5,.500,0,
1973,National League,League,Pittsburgh Pirates,80,82,0.494,.494,0,
1973,National League,League,Montreal Expos,79,83,0.488,.488,0,
1973,National League,League,Chicago Cubs,77,84,0.478,.478,0,
1973,National League,League,Philadelphia Phillies,71,91,0.438,.438,0,
1973,National League,League,Cincinnati Reds,99,63,0.611,.611,0,
1973,National League,League,Los Angeles Dodgers,95,66,0.59,.590,0,
1973,National League,League,San Francisco Giants,88,74,0.543,.543,0,
1973,National League,League,Houston Astros,82,80,0.506,.506,0,
1973,National League,League,Atlanta Braves,76,85,0.472,.472,0,
1973,National League,League,San Diego Padres,60,102,0.37,.370,0,
