year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1970,National League,League,Pittsburgh Pirates,89,73,0.549,.549,0,
1970,National League,League,Chicago Cubs,84,78,0.519,.519,0,
1970,National League,League,New York Mets,83,79,0.512,.512,0,
1970,National League,League,St. Louis Cardinals,76,86,0.469,.469,0,
1970,National League,League,Philadelphia Phillies,73,88,0.453,.453,0,
1970,National League,League,Montreal Expos,73,89,0.451,.451,0,
1970,National League,League,Cincinnati Reds,102,60,0.63,.630,0,
1970,National League,League,Los Angeles Dodgers,87,74,0.54,.540,0,
1970,National League,League,San Francisco Giants,86,76,0.531,.531,0,
1970,National League,League,Houston Astros,79,83,0.488,.488,0,
1970,National League,League,Atlanta Braves,76,86,0.469,.469,0,
1970,National League,League,San Diego Padres,63,99,0.389,.389,0,
