name,url,team,team_url,year,league,statistic,value,stat_type,rank
Rickey Henderson,https://www.baseball-almanac.com/players/player.php?p=henderi01,Oakland,,1998,American League,Base on Balls,118,player,1
Bernie Williams,https://www.baseball-almanac.com/players/player.php?p=willibe02,New York,,1998,American League,Batting Average,.339,player,1
Juan Gonzalez,https://www.baseball-almanac.com/players/player.php?p=gonzaju03,Texas,,1998,American League,Doubles,50,player,1
Alex Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrial01,Seattle,,1998,American League,Hits,213,player,1
"Ken Griffey, Jr.",https://www.baseball-almanac.com/players/player.php?p=griffke02,Seattle,,1998,American League,Home Runs,56,player,1
Edgar Martinez,https://www.baseball-almanac.com/players/player.php?p=martied01,Seattle,,1998,American League,On Base Percentage,.433,player,1
Juan Gonzalez,https://www.baseball-almanac.com/players/player.php?p=gonzaju03,Texas,,1998,American League,RBI,157,player,1
Derek Jeter,https://www.baseball-almanac.com/players/player.php?p=jeterde01,New York,,1998,American League,Runs,127,player,1
Albert Belle,https://www.baseball-almanac.com/players/player.php?p=belleal01,Chicago,,1998,American League,Slugging Average,.655,player,1
Rickey Henderson,https://www.baseball-almanac.com/players/player.php?p=henderi01,Oakland,,1998,American League,Stolen Bases,66,player,1
Albert Belle,https://www.baseball-almanac.com/players/player.php?p=belleal01,Chicago,,1998,American League,Total Bases,399,player,1
Jose Offerman,https://www.baseball-almanac.com/players/player.php?p=offerjo01,Kansas City,,1998,American League,Triples,13,player,1
Scott Erickson,https://www.baseball-almanac.com/players/player.php?p=ericksc01,Baltimore,,1998,American League,Complete Games,11,pitcher,1
Roger Clemens,https://www.baseball-almanac.com/players/player.php?p=clemero02,Toronto,,1998,American League,ERA,2.65,pitcher,1
Sean Runyan,https://www.baseball-almanac.com/players/player.php?p=runyase01,Detroit,,1998,American League,Games,88,pitcher,1
Tom Gordon,https://www.baseball-almanac.com/players/player.php?p=gordoto01,Boston,,1998,American League,Saves,46,pitcher,1
David Wells,https://www.baseball-almanac.com/players/player.php?p=wellsda01,New York,,1998,American League,Shutouts,5,pitcher,1
Roger Clemens,https://www.baseball-almanac.com/players/player.php?p=clemero02,Toronto,,1998,American League,Strikeouts,271,pitcher,1
David Wells,https://www.baseball-almanac.com/players/player.php?p=wellsda01,New York,,1998,American League,Winning Percentage,.818,pitcher,1
Roger Clemens,https://www.baseball-almanac.com/players/player.php?p=clemero02,Toronto,,1998,American League,Wins,20,pitcher,1
David Cone,https://www.baseball-almanac.com/players/player.php?p=coneda01,New York,,1998,American League,Wins,20,pitcher,1
Rick Helling,https://www.baseball-almanac.com/players/player.php?p=helliri01,Texas,,1998,American League,Wins,20,pitcher,1
