year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2012,National League,League,Washington Nationals,98,64,0.605,0,0,
2012,National League,League,Atlanta Braves,94,68,0.58,0,0,
2012,National League,League,Philadelphia Phillies,81,81,0.5,0,0,
2012,National League,League,New York Mets,74,88,0.457,0,0,
2012,National League,League,Miami Marlins,69,93,0.426,0,0,
2012,National League,League,Cincinnati Reds,97,65,0.599,0,0,
2012,National League,League,St. Louis Cardinals,88,74,0.543,0,0,
2012,National League,League,Milwaukee Brewers,83,79,0.512,0,0,
2012,National League,League,Pittsburgh Pirates,79,83,0.488,0,0,
2012,National League,League,Chicago Cubs,61,101,0.377,0,0,
2012,National League,League,Houston Astros,55,107,0.34,0,0,
2012,National League,League,San Francisco Giants,94,68,0.58,0,0,
2012,National League,League,Los Angeles Dodgers,86,76,0.531,0,0,
2012,National League,League,Arizona Diamondbacks,81,81,0.5,0,0,
2012,National League,League,San Diego Padres,76,86,0.469,0,0,
2012,National League,League,Colorado Rockies,64,98,0.395,0,0,
